Player,Prop Bets,Pos,Team,Opp,H/A,Line,Result,Over,oW/L,Under,uW/L,Week
Jordan Reed,Receiving Yards,TE,WAS,PHI,Away,49.5,64,-125,Win,-105,Loss,17NFL07
Kyle Rudolph,Receiving Yards,TE,MIN,BAL,Home,45.5,43,-115,Loss,-115,Win,17NFL07
Martellus Bennett,Receiving Yards,TE,GB,NO,Home,29.5,17,-105,Loss,-125,Win,17NFL07
Rob Gronkowski,Receiving Yards,TE,NE,ATL,Home,72.5,51,-115,Loss,-115,Win,17NFL07
Travis Kelce,Receiving Yards,TE,KC,LVR,Away,65.5,33,-125,Loss,-105,Win,17NFL07
Tyler Kroft,Receiving Yards,TE,CIN,PIT,Away,32.5,23,-115,Loss,-115,Win,17NFL07
Zach Ertz,Receiving Yards,TE,PHI,WAS,Home,62.5,89,-125,Win,-105,Loss,17NFL07
Zach Miller,Receiving Yards,TE,CHI,CAR,Home,32.5,29,-115,Loss,-115,Win,17NFL07
Austin Hooper,Receiving Yards,TE,ATL,MIA,Home,37.5,48,-115,Win,-115,Loss,17NFL06
Cameron Brate,Receiving Yards,TE,TB,ARI,Away,39.5,76,-115,Win,-115,Loss,17NFL06
Coby Fleener,Receiving Yards,TE,NO,DET,Home,32.5,0,-115,Loss,-115,Win,17NFL06
Delanie Walker,Receiving Yards,TE,TEN,IND,Home,52.5,17,-125,Loss,-105,Win,17NFL06
Eric Ebron,Receiving Yards,TE,DET,NO,Away,29.5,9,-115,Loss,-115,Win,17NFL06
Evan Engram,Receiving Yards,TE,NYG,DEN,Away,46.5,82,-115,Win,-115,Loss,17NFL06
Hunter Henry,Receiving Yards,TE,LAC,LVR,Away,32.5,90,-115,Win,-115,Loss,17NFL06
Jack Doyle,Receiving Yards,TE,IND,TEN,Away,35.5,50,-125,Win,-105,Loss,17NFL06
Jared Cook,Receiving Yards,TE,LVR,LAC,Home,39.5,14,-115,Loss,-115,Win,17NFL06
Jesse James,Receiving Yards,TE,PIT,KC,Away,27.5,0,-125,Loss,-105,Win,17NFL06
Jordan Reed,Receiving Yards,TE,WAS,SF,Home,52.5,37,-115,Loss,-115,Win,17NFL06
Julius Thomas,Receiving Yards,TE,MIA,ATL,Away,27.5,22,-115,Loss,-115,Win,17NFL06
Martellus Bennett,Receiving Yards,TE,GB,MIN,Away,35.5,22,-115,Loss,-115,Win,17NFL06
Rob Gronkowski,Receiving Yards,TE,NE,NYJ,Away,69.5,83,-115,Win,-115,Loss,17NFL06
Travis Kelce,Receiving Yards,TE,KC,PIT,Home,62.5,37,-115,Loss,-115,Win,17NFL06
Zach Ertz,Receiving Yards,TE,PHI,CAR,Away,62.5,18,-125,Loss,-105,Win,17NFL06
Zach Miller,Receiving Yards,TE,CHI,BAL,Away,34.5,25,-115,Loss,-115,Win,17NFL06
Benjamin Watson,Receiving Yards,TE,BAL,LVR,Away,37.5,2,-115,Loss,-115,Win,17NFL05
Cameron Brate,Receiving Yards,TE,TB,NE,Home,37.5,68,-125,Win,-105,Loss,17NFL05
Charles Clay,Receiving Yards,TE,BUF,CIN,Away,44.5,31,-115,Loss,-115,Win,17NFL05
Eric Ebron,Receiving Yards,TE,DET,CAR,Home,30.5,6,-105,Loss,-125,Win,17NFL05
Evan Engram,Receiving Yards,TE,NYG,LAC,Home,44.5,0,-115,Loss,-115,Win,17NFL05
Jared Cook,Receiving Yards,TE,LVR,BAL,Home,37.5,25,-115,Loss,-115,Win,17NFL05
Jason Witten,Receiving Yards,TE,DAL,GB,Home,42.5,61,-115,Win,-115,Loss,17NFL05
Jimmy Graham,Receiving Yards,TE,SEA,LAR,Away,42.5,37,-105,Loss,-125,Win,17NFL05
Julius Thomas,Receiving Yards,TE,MIA,TEN,Home,24.5,15,-115,Loss,-115,Win,17NFL05
Kyle Rudolph,Receiving Yards,TE,MIN,CHI,Away,38.5,45,-135,Win,105,Loss,17NFL05
Martellus Bennett,Receiving Yards,TE,GB,DAL,Away,40.5,53,-115,Win,-115,Loss,17NFL05
Rob Gronkowski,Receiving Yards,TE,NE,TB,Away,72.5,0,-115,Loss,-115,Win,17NFL05
Travis Kelce,Receiving Yards,TE,KC,HOU,Away,57.5,98,-130,Win,100,Loss,17NFL05
Zach Ertz,Receiving Yards,TE,PHI,ARI,Home,67.5,61,-115,Loss,-115,Win,17NFL05
Zach Miller,Receiving Yards,TE,CHI,MIN,Home,35.5,39,-125,Win,-105,Loss,17NFL05
Antonio Gates,Receiving Yards,TE,LAC,PHI,Home,22.5,18,-115,Loss,-115,Win,17NFL04
Cameron Brate,Receiving Yards,TE,TB,NYG,Home,27.5,80,-115,Win,-115,Loss,17NFL04
Coby Fleener,Receiving Yards,TE,NO,MIA,Away,35.5,21,-115,Loss,-115,Win,17NFL04
Delanie Walker,Receiving Yards,TE,TEN,HOU,Away,44.5,51,-115,Win,-115,Loss,17NFL04
Eric Ebron,Receiving Yards,TE,DET,MIN,Away,35.5,27,-115,Loss,-115,Win,17NFL04
Evan Engram,Receiving Yards,TE,NYG,TB,Away,41.5,62,-115,Win,-115,Loss,17NFL04
Jack Doyle,Receiving Yards,TE,IND,SEA,Away,35.5,27,-115,Loss,-115,Win,17NFL04
Jared Cook,Receiving Yards,TE,LVR,DEN,Away,39.5,46,-115,Win,-115,Loss,17NFL04
Jason Witten,Receiving Yards,TE,DAL,LAR,Home,41.5,9,-115,Loss,-115,Win,17NFL04
Jimmy Graham,Receiving Yards,TE,SEA,IND,Home,45.5,61,-115,Win,-115,Loss,17NFL04
Jordan Reed,Receiving Yards,TE,WAS,KC,Away,40.5,21,-130,Loss,100,Win,17NFL04
Julius Thomas,Receiving Yards,TE,MIA,NO,Home,29.5,29,-115,Loss,-115,Win,17NFL04
Kyle Rudolph,Receiving Yards,TE,MIN,DET,Home,37.5,34,-115,Loss,-115,Win,17NFL04
Marcedes Lewis,Receiving Yards,TE,JAC,NYJ,Away,25.5,0,100,Loss,-130,Win,17NFL04
Martellus Bennett,Receiving Yards,TE,GB,CHI,Home,39.5,39,-115,Loss,-115,Win,17NFL04
Rob Gronkowski,Receiving Yards,TE,NE,CAR,Home,72.5,80,100,Win,-130,Loss,17NFL04
Travis Kelce,Receiving Yards,TE,KC,WAS,Home,67.5,111,-125,Win,-105,Loss,17NFL04
Zach Ertz,Receiving Yards,TE,PHI,LAC,Away,60.5,81,-115,Win,-115,Loss,17NFL04
Zach Miller,Receiving Yards,TE,CHI,GB,Away,32.5,45,-130,Win,100,Loss,17NFL04
Antonio Gates,Receiving Yards,TE,LAC,KC,Home,22.5,30,-115,Win,-115,Loss,17NFL03
Austin Hooper,Receiving Yards,TE,ATL,DET,Away,30.5,9,-115,Loss,-115,Win,17NFL03
Cameron Brate,Receiving Yards,TE,TB,MIN,Away,27.5,33,-130,Win,100,Loss,17NFL03
Charles Clay,Receiving Yards,TE,BUF,DEN,Home,35.5,39,-115,Win,-115,Loss,17NFL03
Coby Fleener,Receiving Yards,TE,NO,CAR,Away,36.5,21,-115,Loss,-115,Win,17NFL03
Delanie Walker,Receiving Yards,TE,TEN,SEA,Home,49.5,31,-115,Loss,-115,Win,17NFL03
Eric Ebron,Receiving Yards,TE,DET,ATL,Home,40.5,9,-125,Loss,-105,Win,17NFL03
Evan Engram,Receiving Yards,TE,NYG,PHI,Away,42.5,45,-115,Win,-115,Loss,17NFL03
Jared Cook,Receiving Yards,TE,LVR,WAS,Away,42.5,43,-115,Win,-115,Loss,17NFL03
Jason Witten,Receiving Yards,TE,DAL,ARI,Away,49.5,3,-125,Loss,-105,Win,17NFL03
Jimmy Graham,Receiving Yards,TE,SEA,TEN,Away,39.5,72,-115,Win,-115,Loss,17NFL03
Julius Thomas,Receiving Yards,TE,MIA,NYJ,Home,29.5,16,-115,Loss,-115,Win,17NFL03
Martellus Bennett,Receiving Yards,TE,GB,CIN,Home,41.5,12,-115,Loss,-115,Win,17NFL03
Travis Kelce,Receiving Yards,TE,KC,LAC,Away,67.5,0,-115,Loss,-115,Win,17NFL03
Zach Ertz,Receiving Yards,TE,PHI,NYG,Home,59.5,55,-125,Loss,-105,Win,17NFL03
Zach Miller,Receiving Yards,TE,CHI,PIT,Home,35.5,17,-115,Loss,-115,Win,17NFL03
Antonio Gates,Receiving Yards,TE,LAC,MIA,Home,25.5,11,-115,Loss,-115,Win,17NFL02
Austin Hooper,Receiving Yards,TE,ATL,GB,Home,35.5,0,-115,Loss,-115,Win,17NFL02
Cameron Brate,Receiving Yards,TE,TB,CHI,Home,35.5,24,-115,Loss,-115,Win,17NFL02
Charles Clay,Receiving Yards,TE,BUF,CAR,Away,39.5,23,-125,Loss,-105,Win,17NFL02
Coby Fleener,Receiving Yards,TE,NO,NE,Home,42.5,33,-125,Loss,-105,Win,17NFL02
Delanie Walker,Receiving Yards,TE,TEN,JAC,Away,50.5,61,-115,Win,-115,Loss,17NFL02
Eric Ebron,Receiving Yards,TE,DET,NYG,Away,40.5,42,-125,Win,-105,Loss,17NFL02
Evan Engram,Receiving Yards,TE,NYG,DET,Home,35.5,49,-115,Win,-115,Loss,17NFL02
Greg Olsen,Receiving Yards,TE,CAR,BUF,Home,57.5,10,-115,Loss,-115,Win,17NFL02
Jason Witten,Receiving Yards,TE,DAL,DEN,Away,40.5,97,-115,Win,-115,Loss,17NFL02
Jesse James,Receiving Yards,TE,PIT,MIN,Home,27.5,27,-115,Loss,-115,Win,17NFL02
Jimmy Graham,Receiving Yards,TE,SEA,SF,Home,47.5,1,-105,Loss,-125,Win,17NFL02
Jordan Reed,Receiving Yards,TE,WAS,LAR,Away,54.5,48,-115,Loss,-115,Win,17NFL02
Martellus Bennett,Receiving Yards,TE,GB,ATL,Away,42.5,47,-115,Win,-115,Loss,17NFL02
Rob Gronkowski,Receiving Yards,TE,NE,NO,Away,65.5,116,-135,Win,105,Loss,17NFL02
Travis Kelce,Receiving Yards,TE,KC,PHI,Home,55.5,103,-115,Win,-115,Loss,17NFL02
Tyler Eifert,Receiving Yards,TE,CIN,HOU,Home,40.5,42,-125,Win,-105,Loss,17NFL02
Zach Ertz,Receiving Yards,TE,PHI,KC,Away,52.5,97,-115,Win,-115,Loss,17NFL02
Zach Miller,Receiving Yards,TE,CHI,TB,Away,34.5,42,-115,Win,-115,Loss,17NFL02
Antonio Gates,Receiving Yards,TE,LAC,DEN,Away,27.5,17,-115,Loss,-115,Win,17NFL01
Austin Hooper,Receiving Yards,TE,ATL,CHI,Away,25.5,128,-115,Win,-115,Loss,17NFL01
Charles Clay,Receiving Yards,TE,BUF,NYJ,Home,39.5,53,-115,Win,-115,Loss,17NFL01
Coby Fleener,Receiving Yards,TE,NO,MIN,Away,42.5,54,-115,Win,-115,Loss,17NFL01
Delanie Walker,Receiving Yards,TE,TEN,LVR,Home,47.5,76,-115,Win,-115,Loss,17NFL01
Eric Ebron,Receiving Yards,TE,DET,ARI,Home,40.5,9,-115,Loss,-115,Win,17NFL01
Greg Olsen,Receiving Yards,TE,CAR,SF,Away,60.5,18,-115,Loss,-115,Win,17NFL01
Jason Witten,Receiving Yards,TE,DAL,NYG,Home,47.5,59,-115,Win,-115,Loss,17NFL01
Jimmy Graham,Receiving Yards,TE,SEA,GB,Away,49.5,8,-115,Loss,-115,Win,17NFL01
Jordan Reed,Receiving Yards,TE,WAS,PHI,Home,54.5,36,-115,Loss,-115,Win,17NFL01
Kyle Rudolph,Receiving Yards,TE,MIN,NO,Home,57.5,26,-115,Loss,-115,Win,17NFL01
Martellus Bennett,Receiving Yards,TE,GB,SEA,Home,45.5,43,-115,Loss,-115,Win,17NFL01
Rob Gronkowski,Receiving Yards,TE,NE,KC,Home,67.5,33,-125,Loss,-105,Win,17NFL01
Travis Kelce,Receiving Yards,TE,KC,NE,Away,65.5,40,-125,Loss,-105,Win,17NFL01
Tyler Eifert,Receiving Yards,TE,CIN,BAL,Home,45.5,4,-115,Loss,-115,Win,17NFL01
Virgil Green,Receiving Yards,TE,DEN,LAC,Home,25.5,44,-115,Win,-115,Loss,17NFL01
Zach Ertz,Receiving Yards,TE,PHI,WAS,Away,45.5,93,-115,Win,-115,Loss,17NFL01
